name,os,processor,generation,ram,ssd,hdd,display,price
lenovo,windows 11,intel core i7,11,16,512,0,15.6,105990
msi,windows 11,intel core i7,13,16,1024,0,17.3,184990
lenovo,windows 11,intel core i7,11,32,1024,0,16.0,192990
hp,windows 11,other,0,8,256,0,15.6,38999
acer,windows 10,intel core i7,11,16,1024,0,15.6,135990
dell,windows 11,intel core i5,11,8,256,1,15.6,68490
hp,windows 10,intel core i7,11,16,1024,0,14.0,88390
dell,windows 11,intel core i7,12,16,512,0,13.3,113104
asus,windows 11,other,0,16,1024,0,13.4,114990
hp,windows 10,other,0,8,512,0,15.6,56000
lenovo,windows 11,intel core i7,12,8,1024,0,16.0,149990
acer,windows 10,intel core i7,6,16,128,1,15.6,116640
hp,windows 10,intel core i5,7,8,128,1,15.6,102551
avita,windows 11,intel core other,0,4,128,0,14.1,16990
hp,windows 10,other,0,8,512,0,14.0,44900
hp,windows 11,other,0,16,512,0,16.1,98990
asus,windows 11,intel core i5,11,8,512,0,15.6,50990
infinix,windows 11,intel core i7,10,16,512,0,14.0,46990
msi,windows 11,intel core i7,13,16,1024,0,17.3,147990
dell,windows 11,intel core i3,11,8,256,1,15.0,45890
lenovo,windows 10,other,0,8,512,0,15.6,60490
hp,windows 11,other,0,16,512,0,15.3,69990
asus,windows 10,intel core i5,10,8,0,1,14.0,62490
lenovo,windows 10,amd other,0,4,256,0,14.0,20990
asus,windows 11,intel core i3,11,8,512,0,14.0,41990
msi,windows 10,intel core i7,11,8,512,0,15.6,76490
asus,windows 11,intel core i9,12,16,1024,0,13.4,191990
dell,windows 11,intel core i3,10,8,256,1,15.6,42890
dell,windows 11,other,0,8,512,0,15.6,49890
hp,windows 11,intel core i5,11,16,512,0,14.0,69490
msi,windows 11,intel core i7,12,16,1024,0,15.6,110990
lenovo,windows 10,intel core i5,10,8,512,0,15.6,62990
dell,windows 11,intel core i3,12,8,512,0,14.0,64490
asus,windows 10,intel core i3,7,4,0,1,15.6,28990
dell,windows 10,intel core i3,10,8,0,1,15.6,42990
dell,windows 11,intel core i5,12,16,512,0,14.0,91958
acer,windows 11,other,0,8,512,0,15.6,59990
asus,windows 10,intel core i9,8,16,1024,0,15.6,209690
msi,windows 10,intel core i7,10,16,512,0,14.0,74990
hp,windows 11,intel core i7,12,8,512,0,15.6,88570
hp,windows 11,other,0,16,1024,0,13.3,81600
asus,windows 11,intel core i7,12,16,1024,0,15.6,122990
asus,windows 10,intel core i3,11,8,256,0,15.6,35990
asus,windows 10,intel core i3,10,4,0,1,14.1,30650
hp,windows 10,other,0,8,512,0,15.6,52575
lenovo,windows 10,intel core i3,10,4,256,0,15.6,37890
dell,windows 11,intel core i3,11,8,512,0,15.6,45990
hp,windows 11,intel core i3,11,8,512,0,15.6,39890
asus,windows 10,intel core i3,7,4,256,0,14.0,33990
avita,windows 10,other,0,8,256,0,14.0,24490
hp,windows 11,intel core i5,12,16,512,0,15.6,63290
hp,windows 10,intel core i5,11,8,512,0,15.6,54960
lenovo,windows 11,other,0,16,512,0,14.0,61200
dell,windows 11,intel core i5,12,16,512,0,16.0,71490
acer,windows 11,other,0,8,512,0,15.6,67990
asus,windows 10,intel core i7,8,16,512,0,13.3,99990
asus,windows 11,intel core i7,12,16,1024,0,15.6,104405
asus,windows 11,intel core i5,12,16,512,0,17.3,94990
hp,windows 11,intel core i3,11,8,512,0,14.0,43390
dell,windows 11,intel core i5,12,16,512,0,13.4,99990
hp,windows 11,other,0,32,1024,0,16.1,160180
asus,windows 10,other,0,4,256,0,15.6,26990
asus,windows 11,intel core i7,12,16,512,0,16.0,174990
hp,windows 10,intel core i3,11,8,512,0,15.6,41960
acer,windows 11,other,0,8,512,1,15.6,68990
asus,windows 11,intel core i7,12,16,1024,0,15.6,149610
asus,windows 10,intel core i5,11,16,256,1,15.6,63990
lenovo,windows 11,other,0,4,256,0,14.0,27990
gigabyte,windows 11,intel core i5,11,16,512,0,15.6,68990
lenovo,windows 10,other,0,8,256,1,15.6,60490
acer,windows 10,intel core i5,8,8,512,0,14.0,69351
asus,windows 11,other,0,32,1024,0,16.0,261990
hp,windows 10,intel core i7,11,16,512,0,15.6,79000
hp,windows 11,other,0,8,512,0,15.6,64000
hp,windows 11,intel core i3,11,8,512,0,15.6,40699
asus,windows 10,intel core i9,10,32,1024,0,15.6,269990
lenovo,windows 10,intel core other,0,4,256,0,14.0,25990
hp,windows 10,other,0,8,512,0,15.6,50600
hp,windows 11,other,0,16,512,0,16.1,108290
lenovo,other,intel core i3,11,8,256,0,15.6,37990
asus,windows 11,intel core i3,11,8,512,0,14.1,38990
hp,windows 11,other,0,8,512,0,15.6,35960
hp,windows 10,other,0,8,256,1,15.6,80000
asus,windows 11,intel core i3,11,4,256,0,14.0,30990
asus,windows 11,intel core i3,11,8,256,1,15.6,45990
dell,windows 11,other,0,8,512,0,15.6,50890
dell,windows 10,other,0,16,512,0,14.0,85990
hp,windows 11,other,0,16,512,0,16.2,122560
asus,windows 10,intel core i5,10,8,512,0,17.3,73990
hp,windows 11,other,0,16,512,0,16.1,121677
dell,windows 11,other,0,8,512,0,16.0,63331
dell,windows 10,intel core i3,11,8,0,1,15.6,43490
asus,other,intel core other,0,4,0,1,14.0,25990
hp,windows 11,other,0,16,1024,0,16.1,136000
asus,windows 10,intel core i5,8,8,0,1,14.0,81990
acer,windows 10,intel core i7,7,8,256,0,14.0,119990
asus,windows 11,amd ryzen 9,9,16,1024,0,16.0,130500
lenovo,windows 10,intel core i7,8,8,512,0,13.3,86000
asus,windows 10,other,0,16,1024,0,13.3,79990
msi,other,intel core i7,7,8,0,1,15.6,59990
lenovo,windows 11,intel core i7,12,16,512,0,14.0,119990
dell,windows 11,intel core i5,12,16,512,0,15.6,84990
asus,windows 11,other,0,16,1024,0,15.6,189990
lenovo,windows 10,intel core i5,8,8,512,0,13.3,74990
hp,windows 10,intel core i5,11,8,256,1,15.6,68690
hp,windows 11,intel core i7,12,16,512,0,14.0,92070
dell,windows 11,other,0,16,512,0,14.0,57890
msi,windows 10,intel core i7,11,16,1024,0,17.3,180990
hp,windows 11,intel core i5,12,8,512,0,14.0,62990
hp,windows 10,intel core i5,8,8,256,0,13.3,136590
hp,windows 11,intel core i5,12,16,512,0,15.6,73070
asus,windows 11,intel core i9,11,16,512,0,15.6,88990
hp,windows 10,intel core i3,10,8,0,1,15.6,40250
dell,windows 11,intel core i5,11,8,256,1,15.6,61890
hp,windows 11,intel core i5,11,8,512,0,15.6,62180
hp,windows 10,intel core i5,10,16,512,0,15.6,97500
asus,windows 10,intel core i5,8,8,512,0,13.3,74490
asus,windows 11,other,0,32,1024,0,13.4,167990
lenovo,windows 10,other,0,8,512,0,15.6,73990
asus,windows 11,intel core i7,12,16,512,0,14.0,104990
msi,windows 10,intel core i7,8,16,512,0,15.6,149990
dell,windows 11,intel core i3,11,8,512,0,15.6,42800
asus,windows 10,other,0,16,512,0,17.3,85990
hp,windows 10,other,0,8,512,0,16.1,59000
dell,windows 11,intel core i5,11,8,512,0,15.6,62779
dell,windows 10,intel core i3,11,8,256,1,15.6,46490
apple,mac,apple m1 processor,0,8,512,0,13.3,129990
hp,windows 10,other,0,8,512,0,15.6,72990
asus,windows 11,other,0,16,1024,0,14.0,176990
asus,windows 10,intel core i5,10,8,512,0,15.6,59990
dell,windows 11,intel core i3,11,8,256,1,15.6,44990
hp,windows 11,intel core i5,12,8,512,0,15.6,61000
hp,windows 11,other,0,8,256,0,15.6,31490
microsoft,windows 10,other,0,8,128,0,15.0,99990
asus,windows 11,other,0,16,1024,0,15.6,166990
asus,windows 11,intel core other,0,8,256,0,14.0,28960
gigabyte,windows 11,intel core i5,12,16,512,0,15.6,94990
hp,windows 11,other,0,8,512,0,16.1,94990
msi,windows 10,intel core i5,9,8,512,0,15.6,59990
asus,other,intel core other,0,4,512,0,11.6,22990
asus,windows 11,intel core i3,11,8,256,0,15.6,42550
infinix,windows 11,intel core i3,10,8,256,0,15.6,29990
acer,windows 11,intel core i5,12,8,512,0,15.6,85499
dell,windows 11,other,0,16,512,0,16.0,67990
lenovo,windows 11,intel core i7,11,16,1024,0,16.0,152124
lg,windows 11,intel core i5,12,8,512,0,14.0,89990
dell,windows 10,intel core i9,10,16,1024,0,15.6,206490
lenovo,other,intel core other,0,4,1024,0,11.6,28490
dell,windows 10,intel core i5,8,8,0,1,14.0,45126
hp,windows 10,intel core i7,10,16,512,0,13.3,239759
asus,windows 10,intel core i9,11,16,1024,0,15.6,144990
asus,windows 10,intel core i7,10,8,512,0,15.6,65990
asus,windows 11,amd ryzen 5,10,16,512,0,14.0,72990
dell,windows 10,other,0,8,512,0,14.0,66490
dell,windows 11,intel core i3,11,4,256,1,35.0,43090
dell,windows 10,other,0,8,256,0,15.6,43490
lenovo,windows 11,intel core i7,12,16,1024,0,13.3,181890
lenovo,windows 11,intel core i3,10,8,256,0,15.6,33490
acer,windows 10,intel core i5,11,8,0,1,15.6,47130
hp,other,intel core i3,11,8,512,0,15.6,39999
asus,windows 10,amd ryzen 7,4,8,1024,0,14.0,76990
dell,windows 11,intel core i7,11,16,512,0,14.0,99900
msi,windows 10,intel core i7,10,16,256,1,15.6,160990
asus,windows 11,intel core other,0,4,256,1,11.6,24990
lenovo,windows 11,intel core i5,11,16,512,0,15.6,68290
lenovo,other,intel core i3,11,4,0,1,15.6,36000
dell,windows 10,intel core i5,5,8,0,1,15.6,68990
dell,windows 11,intel core i7,12,16,512,0,14.0,105890
asus,windows 10,intel core i5,8,8,512,0,14.0,54990
hp,windows 10,intel core i5,11,8,512,0,13.3,66666
asus,windows 11,other,0,8,512,0,17.3,72990
lenovo,windows 10,other,0,8,512,0,15.6,57990
asus,windows 11,other,0,16,1024,0,16.0,187990
dell,windows 11,intel core i5,12,8,512,0,15.6,66490
msi,windows 10,intel core i5,10,8,0,1,15.6,54450
dell,windows 11,intel core i3,12,8,512,0,15.6,63308
asus,windows 11,other,0,16,1024,0,15.6,107990
redmibook,windows 10,intel core i3,11,8,512,0,15.6,44990
hp,windows 11,other,0,8,512,0,15.6,76999
lenovo,windows 10,intel core i5,8,8,0,2,15.6,64821
lenovo,windows 10,intel core i7,8,16,512,0,14.0,244801
hp,windows 10,intel core i7,10,16,512,0,13.3,163990
dell,windows 11,intel core i5,11,16,512,0,15.6,68990
lenovo,windows 10,intel core i7,11,16,512,0,14.0,105990
acer,windows 11,intel core other,0,4,256,0,14.0,35891
dell,windows 10,intel core i5,7,8,0,1,15.6,76990
lenovo,windows 8,intel core i5,4,8,0,1,15.6,52490
dell,windows 10,intel core i5,11,8,512,0,15.6,59490
lg,windows 11,intel core i5,12,8,512,0,17.0,101299
hp,windows 10,intel core i7,11,16,1024,0,16.1,158000
msi,windows 10,intel core i7,9,8,512,0,15.6,66990
dell,windows 11,intel core i5,11,8,512,0,15.6,55190
vaio,windows 10,intel core i5,8,8,512,0,14.0,62890
acer,windows 11,intel core other,0,4,256,0,15.6,24800
ultimus,windows 11,intel core other,0,4,256,0,15.6,23990
msi,windows 10,intel core i7,11,8,512,0,14.0,80590
hp,windows 11,other,0,16,512,0,15.6,63490
dell,windows 10,intel core i5,10,16,512,0,15.6,73990
asus,windows 11,intel core i5,10,8,512,0,14.0,44990
acer,windows 10,intel core i5,8,8,0,1,15.6,59990
dell,windows 10,intel core i3,10,8,256,0,14.96,39690
dell,windows 11,intel core i5,12,8,512,0,16.0,65990
dell,windows 11,intel core i7,12,16,1024,0,15.6,149990
lenovo,windows 10,intel core i7,10,16,512,0,12.0,138550
asus,windows 10,intel core i5,10,8,512,0,15.6,64990
hp,other,intel core other,0,4,512,0,14.0,27990
lenovo,windows 10,intel core i7,9,16,1024,0,15.6,231400
acer,windows 11,intel core i5,12,16,512,0,15.6,65200
hp,windows 10,intel core i3,10,4,0,1,15.6,39643
asus,windows 10,intel core i3,11,4,256,0,14.0,34990
lenovo,windows 10,intel core i5,10,16,512,512,14.0,155411
asus,windows 10,intel core other,0,4,512,512,11.6,20990
hp,windows 11,intel core i3,11,8,512,0,15.6,43500
lenovo,windows 10,intel core i5,8,4,0,1,15.6,56990
hp,windows 11,other,0,8,0,256,15.6,36600
hp,windows 10,other,0,8,512,0,15.6,40499
hp,windows 11,other,0,16,512,0,14.0,56900
lenovo,windows 11,other,0,32,1024,0,16.0,179999
infinix,windows 11,intel core i3,10,8,512,0,15.6,32990
acer,windows 10,intel core i5,8,8,0,1,15.6,79258
asus,windows 10,intel core i5,10,8,512,0,14.0,132790
asus,windows 10,intel core i5,11,16,512,0,15.6,88990
asus,windows 10,intel core i5,8,8,512,0,14.0,85990
asus,windows 10,intel core i7,10,8,0,1,14.0,93990
lenovo,windows 10,intel core i7,10,16,512,0,13.3,174527
hp,windows 10,intel core i5,10,8,512,0,13.3,127000
lenovo,windows 10,intel core i7,10,16,512,0,14.0,174250
acer,windows 10,intel core i5,9,8,512,0,15.6,57090
hp,windows 10,other,0,8,512,0,15.6,50490
asus,windows 10,intel core i7,8,8,256,1,14.0,67990
asus,windows 10,intel core i7,10,16,1024,0,14.0,165990
hp,windows 11,other,0,16,512,0,15.6,82990
acer,windows 10,intel core i5,8,8,256,0,14.0,81998
asus,windows 11,other,0,16,1024,0,15.6,187990
asus,windows 11,other,0,16,512,0,16.0,68180
msi,windows 11,other,0,8,512,0,14.0,45990
asus,windows 11,other,0,16,512,0,15.6,88990
hp,windows 11,intel core i5,11,8,512,0,15.6,66890
nokia,windows 11,intel core i5,11,8,512,0,14.0,47990
ultimus,windows 11,intel core other,0,4,128,0,14.1,19990
lenovo,other,intel core other,0,4,128,0,11.6,16990
msi,windows 11,intel core i9,12,32,2048,0,15.6,419990
hp,windows 11,intel core i5,12,16,512,0,14.0,76990
hp,windows 11,other,0,8,256,0,15.6,27990
vaio,windows 10,other,0,8,512,0,15.6,41990
hp,windows 11,intel core i5,12,16,512,0,15.6,99999
msi,windows 11,intel core i5,12,8,512,0,15.6,73490
avita,windows 10,intel core i7,10,16,1024,0,14.0,51990
msi,windows 11,intel core i7,12,16,1024,0,17.3,205000
dell,windows 11,intel core i5,11,16,512,0,15.6,67500
asus,other,intel core other,0,4,512,0,14.0,21990
asus,windows 10,intel core i3,10,8,0,1,15.6,37990
hp,other,mediatek,0,4,0,1,11.6,22670
asus,windows 11,other,0,8,512,0,14.0,54990
dell,windows 11,intel core i3,11,8,256,1,15.6,40990
asus,windows 11,intel core other,0,4,256,0,14.0,24540
